925	5	
6184	5	
4053	2	
9329	3	
1049	4	
8794	2	
9259	2	
4577	4	
1057	4	
7099	5	
5993	4	
4643	5	
7598	5	
2644	4	
8618	3	
6653	3	
4633	3	
3777	1	
1728	3	
5082	1	
7998	2	
2522	2	
9279	3	
4653	3	
2687	1	
9757	1	
9577	3	
1680	4	
9469	2	
5768	3	
9580	5	
2535	1	
976	5	
1265	4	
5377	4	
5139	2	
841	3	
2596	1	
193	1	
7915	3	
6434	4	
8836	1	
5378	4	
2166	3	
9343	5	
6215	3	
2487	5	
5470	1	
7421	5	
5643	4	
3283	4	
9	5	
6127	1	
1636	3	
3999	1	
1332	2	
8204	3	
9362	5	
3894	5	
6152	1	
5681	1	
199	4	
601	4	
3792	1	
7370	3	
9938	2	
4321	2	
9683	3	
1844	1	
8440	5	
4279	2	
1696	3	
7262	2	
1456	4	
95	3	
9181	3	
78	4	
523	4	
3287	2	
3353	5	
2061	3	
7683	1	
6274	3	
1985	2	
7985	4	
6940	3	
61	1	
4266	1	
4951	3	
7349	3	
5351	1	
1837	5	
5988	3	
6651	4	
4882	5	
2118	5	
2515	4	
8678	3	
1316	1	
2353	5	
9994	2	
4719	5	
9267	4	
8874	3	
8611	4	
517	1	
7488	3	
3689	1	
9031	2	
1415	4	
8474	1	
8362	1	
6650	3	
3049	1	
2739	4	
1509	2	
7846	3	
6688	5	
8777	4	
8316	4	
1015	2	
1405	2	
6986	1	
829	4	
4758	5	
6503	1	
4811	3	
814	3	
1348	2	
4119	5	
8011	5	
1482	5	
8301	1	
7229	3	
4304	3	
240	5	
7507	3	
9571	3	
3387	4	
5527	3	
9752	5	
4750	3	
1422	3	
963	4	
5358	4	
9668	5	
7843	1	
2015	2	
6444	2	
2307	2	
3681	5	
5172	1	
4720	5	
9534	5	
9735	5	
601	2	
6470	1	
6166	5	
5720	5	
3068	4	
4872	2	
5040	1	
5158	1	
4852	4	
6110	3	
2868	2	
2359	5	
761	5	
3567	4	
3496	4	
9788	2	
2207	1	
1564	1	
3178	5	
4902	3	
3307	3	
8107	5	
5300	3	
6150	3	
3833	4	
9378	4	
9228	2	
1364	3	
5424	3	
7953	3	
271	4	
8112	3	
7002	3	
779	3	
7802	2	
1751	1	
6845	5	
2248	5	
4012	5	
265	5	
337	1	
9314	2	
7052	2	
4748	2	
4902	1	
7060	5	
8357	5	
924	5	
3270	5	
3087	3	
550	2	
8150	3	
4106	5	
5030	4	
4965	2	
9559	1	
2474	1	
3655	1	
1434	2	
63	3	
4230	4	
9602	5	
8243	5	
2557	2	
5831	4	
6301	4	
2555	5	
3782	2	
6099	1	
7444	3	
6980	4	
9414	2	
5664	2	
4851	2	
2684	4	
7363	5	
2771	1	
9432	4	
7412	2	
5407	5	
7291	2	
4185	5	
8995	1	
5670	1	
2947	3	
4425	3	
6539	1	
7556	5	
233	4	
9723	3	
7995	4	
720	5	
8095	1	
4221	1	
7652	4	
3574	5	
4284	2	
4331	1	
3053	4	
3911	3	
6932	3	
6597	5	
8559	1	
9114	4	
550	5	
2070	1	
170	1	
517	5	
3923	4	
7709	3	
9207	5	
8324	1	
5412	4	
3136	5	
1284	5	
2602	1	
5115	2	
1555	5	
4234	3	
9752	2	
2668	5	
3348	1	
206	5	
4897	5	
1472	1	
8724	5	
8216	4	
8105	4	
9427	2	
4125	3	
3189	3	
5696	2	
5218	1	
3488	3	
2408	5	
4355	4	
9887	1	
2477	4	
7406	3	
4670	4	
6027	3	
7278	3	
6376	1	
201	3	
2501	4	
7482	1	
5347	1	
2061	5	
725	1	
3957	4	
1797	1	
8825	2	
6316	4	
8245	1	
242	1	
7002	2	
7404	2	
3690	3	
9541	3	
1312	2	
9560	3	
7756	4	
2973	2	
8706	4	
8510	3	
9534	2	
5890	4	
7053	3	
6628	2	
8243	5	
1764	2	
1756	1	
8931	2	
440	4	
9670	4	
8808	4	
4388	3	
6277	4	
7386	5	
8314	1	
5100	2	
579	2	
4168	5	
9432	3	
6564	3	
5146	2	
3975	4	
8554	3	
5011	4	
4157	4	
1807	1	
4967	5	
2980	2	
155	1	
9722	3	
2360	3	
5650	3	
5039	5	
1767	3	
8422	1	
8652	1	
3777	4	
4861	3	
6320	1	
6142	5	
9903	3	
8729	4	
909	2	
4681	2	
1357	2	
3637	1	
2264	2	
7997	4	
2743	2	
8428	4	
2152	2	
1221	3	
4173	1	
9820	1	
8904	4	
8839	1	
5662	1	
1831	2	
2921	4	
5063	4	
8198	1	
1968	5	
4058	2	
5571	4	
813	2	
1869	5	
3335	4	
7382	1	
2634	5	
3060	5	
3610	5	
5704	2	
7371	3	
7742	1	
4340	4	
5339	5	
5731	4	
8209	5	
4238	4	
5240	1	
2878	3	
8545	1	
5403	1	
1110	4	
513	2	
320	3	
576	2	
3969	1	
4001	1	
1957	4	
7137	5	
5475	1	
7324	2	
9645	3	
2593	4	
6535	3	
833	5	
217	3	
5168	4	
5055	4	
7204	3	
8683	4	
8868	5	
7154	1	
8268	1	
4724	2	
2801	5	
6585	1	
6519	3	
4571	1	
664	1	
5460	4	
7814	5	
654	4	
8427	1	
6869	2	
4412	5	
6251	1	
3916	2	
1153	2	
2998	3	
4509	2	
9006	3	
5164	5	
3267	4	
6237	4	
3728	2	
3852	2	
7044	3	
406	4	
8836	2	
9354	1	
6563	4	
410	2	
6845	5	
7463	5	
7405	5	
5566	2	
8283	1	
4751	2	
6269	4	
9057	2	
2942	3	
7021	3	
8759	4	
8486	2	
8493	3	
6878	1	
5210	3	
2406	3	
7054	3	
3727	4	
9075	5	
640	1	
5078	2	
7816	4	
8877	2	
59	3	
7014	5	
4680	2	
2170	1	
8554	5	
2345	4	
990	4	
3425	5	
5511	3	
2283	5	
8323	3	
158	4	
8586	4	
4396	2	
9839	2	
465	5	
8989	4	
8576	5	
3294	3	
2052	5	
7985	5	
5929	2	
5768	4	
3608	5	
1444	1	
4743	2	
3099	1	
2493	5	
2001	3	
5525	4	
2481	1	
7937	3	
8405	1	
1409	4	
5439	2	
9144	1	
7235	5	
890	2	
290	5	
8627	1	
5537	1	
7269	2	
2221	4	
6842	2	
2031	4	
4078	3	
5406	4	
9044	1	
5824	1	
6517	1	
9618	4	
5613	2	
9623	3	
6113	4	
6930	1	
8799	2	
9919	4	
9235	5	
8256	1	
3989	5	
6942	4	
8905	4	
7992	3	
804	3	
3395	1	
1285	3	
6623	3	
5880	3	
5675	4	
2991	5	
383	4	
3512	1	
3935	1	
546	1	
5358	4	
23	5	
3067	1	
5420	1	
1641	3	
9054	5	
1366	2	
1991	1	
7290	2	
8899	4	
3486	5	
8692	1	
5977	1	
8030	3	
9577	3	
3833	5	
23	1	
3312	4	
2725	3	
6648	3	
9454	2	
6129	3	
2498	2	
344	5	
8352	1	
653	4	
6085	5	
7713	4	
7658	2	
7758	1	
7528	5	
8729	1	
8830	2	
7302	2	
6317	1	
6088	2	
9064	5	
8823	5	
2961	4	
3187	5	
3257	2	
442	3	
4425	2	
2132	4	
9483	5	
7091	5	
3930	2	
5574	4	
3706	5	
2382	1	
1377	4	
1745	2	
2229	3	
7657	2	
7800	3	
4930	4	
6441	1	
2339	4	
3364	1	
3810	3	
7507	5	
8404	5	
3689	3	
7751	3	
6524	5	
9621	5	
9111	2	
2764	1	
561	4	
7233	4	
8068	4	
7301	3	
5784	3	
3931	5	
3467	4	
1715	1	
8146	1	
812	1	
480	5	
9487	1	
1197	2	
3053	4	
2797	5	
3310	1	
1463	5	
1464	2	
65	5	
5335	2	
6210	3	
6043	3	
536	4	
5337	3	
5683	5	
8782	4	
3519	3	
2254	2	
996	2	
5140	5	
2110	5	
7447	4	
7745	2	
6629	3	
7467	4	
7281	3	
4379	4	
391	5	
840	4	
7218	2	
5625	1	
8654	4	
5099	5	
2477	4	
8276	4	
8204	1	
681	4	
8405	3	
8453	5	
6653	5	
5906	4	
8577	5	
8767	4	
5029	4	
1807	2	
3975	2	
7666	2	
2402	2	
1849	3	
3619	5	
3585	2	
1614	1	
4886	5	
5827	1	
649	5	
8959	2	
3069	5	
3717	1	
8389	1	
4120	2	
8650	1	
512	2	
933	3	
1578	1	
6608	3	
275	1	
9398	3	
48	3	
4582	2	
9582	5	
9318	4	
8468	3	
625	1	
8468	2	
4959	1	
2582	2	
1045	4	
8003	2	
2748	1	
1902	2	
2702	5	
3028	2	
6784	1	
1236	1	
4907	1	
2926	3	
9384	4	
8242	3	
2506	4	
8151	5	
8489	1	
3151	5	
7424	2	
5243	5	
6547	3	
4797	1	
797	3	
388	2	
1602	4	
3598	3	
3060	2	
5390	4	
2651	4	
1205	4	
3770	2	
1904	4	
9992	4	
8508	1	
6764	2	
9893	2	
9978	3	
853	5	
7343	3	
3902	4	
2902	4	
4107	2	
1216	5	
4531	4	
4725	4	
639	3	
4109	5	
4668	5	
7488	2	
1795	3	
8245	2	
3342	5	
1343	1	
5569	4	
2092	1	
9506	2	
3572	4	
4668	2	
2012	4	
211	1	
9299	4	
6803	1	
7066	3	
9206	5	
296	3	
7308	1	
5704	1	
3384	3	
3911	1	
260	5	
5246	3	
1395	5	
7942	5	
5204	5	
780	5	
206	4	
8718	4	
562	1	
8388	4	
492	1	
8396	2	
2516	4	
8103	5	
1893	3	
9216	1	
7116	4	
7282	2	
5338	3	
1662	2	
3230	2	
9072	5	
7418	4	
333	4	
3482	3	
4804	5	
3354	5	
327	5	
6723	1	
7915	1	
3535	4	
9703	5	
3378	5	
51	4	
6834	4	
6546	2	
8753	5	
8269	5	
5464	4	
188	3	
2504	2	
6005	2	
5035	3	
6156	2	
6829	5	
6759	5	
6771	2	
2160	4	
5717	1	
6233	2	
1133	4	
7407	3	
9247	3	
4535	2	
6280	1	
5503	1	
1189	5	
5843	1	
7592	5	
49	4	
6792	1	
3105	5	
7110	1	
8289	3	
8522	4	
6829	2	
7747	4	
1673	2	
1035	3	
6213	5	
9242	5	
211	4	
2723	5	
7677	1	
1187	3	
901	5	
4755	2	
7889	3	
2587	4	
2138	1	
1499	5	
4592	1	
4027	4	
2336	1	
2753	1	
3660	3	
2981	4	
3023	4	
4240	2	
8185	2	
2442	5	
1877	4	
8037	2	
1091	3	
588	4	
2074	1	
8632	3	
2334	2	
2174	3	
6920	1	
7195	1	
7241	3	
9122	2	
4421	2	
4866	1	
9544	4	
7320	1	
3647	2	
1011	4	
2073	1	
7544	5	
3723	3	
7626	1	
3859	4	
659	2	
1362	3	
140	2	
3540	3	
6405	1	
4211	3	
1156	3	
3419	5	
9546	1	
8150	2	
1195	1	
4742	3	
735	3	
492	5	
5255	1	
650	3	
7316	2	
7226	5	
2774	2	
2194	3	
8866	1	
9988	1	
7977	1	
4925	3	
9764	4	
2035	3	
9668	4	
9320	3	
633	4	
107	1	
5933	1	
7166	5	
4723	5	
7893	4	
1700	2	
129	2	
8954	3	
4205	4	
2508	1	
2538	4	
7576	4	
1438	5	
1995	5	
665	3	
9993	3	
7828	2	
4180	4	
7847	2	
254	5	
1490	5	
5368	5	
397	3	
8419	2	
4349	5	
4883	4	
8745	1	
7032	4	
8220	1	
8458	1	
8718	3	
4745	1	
7255	4	
3346	4	
2876	1	
9458	5	
6518	5	
549	5	
3665	3	
5569	4	
182	5	
9376	4	
5738	4	
590	4	
6881	3	
8972	4	
5566	1	
349	4	
3383	2	
3012	2	
3150	2	
7993	4	
5414	1	
2505	3	
792	5	
4330	1	
4987	4	
1019	5	
5314	1	
3865	2	
8888	5	
8515	3	
6442	2	
6935	3	
1501	2	
3553	1	
6600	4	
3370	2	
7271	4	
9254	3	
3335	2	
793	3	
590	1	
6900	3	
992	5	
5792	1	
2675	4	
7661	1	
8854	1	
5097	2	
8396	4	
6083	3	
685	1	
1032	5	
5413	2	
7389	2	
2393	4	
5749	5	
8200	5	
1322	3	
1060	1	
9165	1	
5718	2	
3933	2	
7560	3	
3302	3	
6249	4	
8421	3	
3513	4	
5683	5	
5141	1	
3805	5	
2549	4	
871	1	
6407	5	
3091	5	
9734	4	
6345	3	
2971	5	
9349	1	
1919	4	
5723	5	
602	2	
359	2	
1034	2	
8645	5	
1840	5	
977	1	
286	5
2701	2
4597	4
2881	3
5227	2
8466	1
6642	5
1672	3
6905	2
3501	4
9450	4
386	1
1157	3
1360	1
5190	2
8101	3
2641	5
9016	2
9047	3
3780	1
9676	4
174	4
5626	2
4536	5
7386	1
3553	2
2159	2
4269	5
7139	2
5188	3
8478	3
3454	4
5802	5
7932	3
7070	3
9009	3
302	4
4672	5
6485	2
1491	5
8636	2
720	3
7086	2
5624	2
1537	2
7346	1
493	3
8274	5
2321	2
6075	4
8359	4
8551	3
8895	4
1470	5
5740	2
9857	4
1770	2
8177	5
742	1
6001	3
2284	1
4775	1
7976	1
5895	2
959	5
5142	5
674	3
9079	1
6311	1
9693	1
6139	4
4038	3
6955	3
6390	1
3748	5
6099	3
9753	1
7294	5
398	1
9914	2
314	5
3300	4
5039	1
9175	3
197	5
1235	5
9807	1
2039	5
7062	4
4449	4
3047	4
4156	3
2987	2
2255	2
2181	3
4611	1
7250	3
8731	3
6635	2
7826	2
4334	1
6931	5
3602	1
8371	1
1231	3
3244	5
3607	4
4144	5
2677	1
4582	4
399	5
6513	2
1942	3
3508	2
7432	1
3742	3
8584	4
3792	4
6416	2
6945	3
3671	1
7472	4
4951	2
1953	5
4357	2
3816	2
4592	1
8363	4
3743	1
786	1
662	4
1875	1
5132	4
8877	5
6534	4
4171	2
8584	4
8686	4
3603	3
4914	1
2387	1
1430	5
1863	2
2333	5
3309	3
8179	1
7037	3
748	3
8874	5
2789	2
3338	5
59	4
4111	1
3078	1
4478	2
5163	1
9197	2
9599	1
1219	2
6490	3
9479	1
9534	2
2595	1
6202	1
3493	4
3339	5
2757	4
9301	4
1509	3
4488	4
7454	4
921	5
8548	2
171	2
890	3
368	2
6526	2
9280	2
1668	2
2000	4
2280	3
7993	3
289	5
2150	5
5021	2
4656	5
7678	3
4995	2
444	5
6565	3
5471	1
8170	4
4160	3
2261	3
6207	5
4341	1
5705	4
7222	1
5244	5
9445	4
8785	4
1904	1
9086	5
599	5
5300	1
9875	1
6524	4
2329	1
914	5
2770	1
6482	1
6769	3
7703	1
1370	4
9631	4
5451	1
22	1
5803	1
950	2
8693	1
6147	3
122	3
8179	5
6715	4
7556	2
9899	3
9625	2
8255	5
2344	3
5853	5
5040	1
8083	5
211	5
908	2
7690	2
371	2
3079	2
7471	3
5072	4
7423	2
6779	3
6009	4
8499	4
1685	2
3902	4
6670	2
2746	3
6876	5
4515	3
5266	4
5353	3
5775	5
9969	4
3316	4
3829	4
6437	5
2974	3
8473	5
570	1
6810	3
9195	4
3532	1
6885	4
7010	1
5701	1
6713	1
2381	5
4978	5
1682	1
4629	1
8553	2
3808	1
8345	2
853	2
4396	1
7998	3
3415	2
751	1
9084	3
1030	3
2106	2
5824	4
7098	5
4529	5
2115	2
6251	3
1500	4
436	5
2378	5
8389	3
6149	5
1051	3
563	3
2039	3
7027	1
2422	1
1518	5
727	4
9500	5
6222	5
7540	4
8853	2
1519	4
1799	1
3568	3
5245	4
8545	1
1	4
5112	5
4644	2
7356	2
2242	3
6117	4
8050	4
7682	4
5470	5
7107	2
2767	2
2490	1
8213	4
7131	5
2878	4
199	5
8024	1
9229	3
9539	1
3646	1
5023	3
666	1
3331	5
7609	2
1565	3
5438	2
4531	1
6057	1
5984	4
5046	5
2672	2
5378	1
1600	1
5767	5
5611	3
9682	1
9261	2
6985	5
9566	5
9597	3
2195	5
3594	3
5283	4
9975	1
7085	5
6812	5
5388	2
3261	2
5900	1
7840	4
2354	4
9671	5
528	3
8853	4
8040	1
1114	5
5262	4
476	4
4973	5
2329	4
2526	3
4456	4
4888	4
3175	2
1117	3
3784	5
4738	5
3985	3
5086	3
5121	3
7776	1
2333	1
4289	3
7112	4
4907	4
1699	1
569	5
9271	4
5726	2
1823	5
270	1
5586	2
2117	2
3452	1
7522	1
5111	3
2201	5
676	3
9328	2
5305	2
6762	1
1782	5
9764	4
9987	4
9104	4
9919	2
5898	5
8461	2
3231	1
734	1
2492	1
6768	1
4988	2
4037	5
3167	4
3805	1
7881	3
5046	4
1467	4
1813	4
62	3
972	1
1673	4
9479	4
8503	4
9995	5
7883	4
227	1
3079	5
1937	5
9555	2
5561	3
2484	2
6518	5
6166	3
483	4
7719	1
5169	4
3070	2
3031	5
2375	4
1439	5
9465	2
860	1
2722	4
8139	1
8921	2
6005	3
8125	1
9565	2
6740	4
9849	3
2570	4
843	4
2289	4
6453	5
6148	5
6603	3
1518	2
6471	5
3044	3
4911	4
3235	4
6591	4
6201	4
8767	4
49	4
836	3
9177	5
4703	2
4098	2
4174	4
2309	1
9255	4
2541	4
1960	5
1041	1
1186	2
8831	5
3882	3
5616	5
9375	5
8583	1
6236	5
8368	4
8750	4
3399	2
1410	2
2830	1
9846	3
6729	4
1897	3
5143	1
2539	2
8802	5
9204	5
9612	1
8327	1
8758	2
4818	1
5235	4
5811	4
8091	1
8199	2
4962	4
2011	2
9856	1
4139	1
8994	4
2037	3
8549	2
815	4
9007	3
7901	4
9422	1
8513	2
5499	5
3189	5
7979	5
848	2
8224	4
596	5
1412	2
1778	4
6636	5
8476	1
8161	3
9610	1
6470	5
9030	5
4894	5
3747	2
4044	2
7833	5
5621	4
3805	1
3251	4
3491	1
567	3
8513	5
9573	3
2053	3
9830	5
3759	2
6508	1
1216	3
503	4
4530	4
1071	2
937	2
3605	4
3347	3
4193	3
8066	1
9632	2
2088	1
728	4
6202	5
3003	4
8226	1
4811	5
4901	5
8379	1
2436	5
5066	3
4173	2
9203	1
5244	1
8633	5
2709	5
946	5
3032	2
6533	4
7086	1
9659	4
3992	4
5116	1
8126	4
1285	4
1097	5
6731	3
4615	3
5643	2
3953	4
4297	5
3884	1
6423	4
4064	4
5946	5
6833	2
5114	2
4376	2
2152	3
8442	5
7687	3
157	3
3891	2
4216	4
1660	3
8190	3
9865	4
3603	2
8235	4
6232	2
915	5
2563	1
9470	2
1695	1
3080	5
3786	2
8298	1
4954	2
1284	4
1782	1
2096	3
6192	1
8064	1
2879	1
5900	3
4709	4
9962	2
8466	2
6611	4
9358	4
4750	5
7513	5
1091	2
2487	5
1306	5
1493	5
5642	4
965	5
5834	5
4096	1
8574	4
4589	3
6542	5
2792	4
1698	3
1630	2
9330	5
9733	4
4830	1
449	3
5818	5
3573	4
949	1
8903	2
1718	3
8305	5
3454	5
5962	5
8131	5
3264	1
8854	3
4488	2
9598	1
8538	3
5445	4
2948	1
1749	5
5081	4
1186	1
5131	5
6469	1
1007	3
8701	4
4594	5
74	5
2688	3
1857	4
9483	4
3885	4
5562	5
5773	3
1736	3
4396	3
8425	1
9412	3
3341	5
7046	1
3951	3
4427	4
4439	3
3890	4
8929	2
5465	3
5041	1
5633	5
897	5
3489	4
6317	3
881	2
4435	4
6734	5
6897	4
36	4
814	5
2077	2
15	2
6604	4
4111	1
9454	1
1212	3
7099	2
6865	4
1671	3
6003	4
3776	2
829	2
3340	2
8531	4
7275	5
9852	1
8575	2
9156	2
2046	5
7684	1
6076	1
5643	2
3549	4
8619	4
8541	5
9791	2
3588	2
8911	5
1651	3
4678	4
2460	5
9498	3
3630	4
8011	2
5612	5
451	5
726	3
9100	5
6566	3
5532	1
8041	3
929	4
5117	4
7687	3
1749	2
4190	1
1353	3
4852	2
6408	3
5362	5
101	5
7182	1
8277	1
8690	1
9707	3
7792	2
7469	5
7969	4
3263	4
3022	2
126	3
7873	2
9492	3
501	5
1853	1
42	2
5792	1
5918	5
3152	2
2085	1
2442	3
1679	3
1730	4
1043	3
4428	3
8725	2
2122	3
1210	3
9479	3
4832	1
9882	2
5040	5
8904	4
6654	2
5098	3
5235	3
4851	2
1874	5
948	3
245	5
8437	4
1462	1
5906	5
9968	2
9542	2
1534	5
9140	2
6773	4
5938	3
2912	5
3320	4
8669	3
6822	3
180	5
7270	3
9611	2
3998	1
2462	4
5543	3
4316	1
5090	1
9623	2
2999	5
5866	4
3203	1
1521	1
3879	5
3258	5
6124	3
197	4
5083	4
2959	3
7570	2
7701	3
1815	5
538	1
2516	1
4169	5
4465	1
9621	1
8349	5
7152	2
7073	1
9666	4
6786	1
7177	3
5520	5
1630	5
6558	1
4339	4
792	3
9317	4
6274	4
3505	3
2895	5
2071	5
361	1
4586	4
4952	1
6786	5
375	4
2901	1
2267	3
5128	4
8378	2
7001	1
8487	4
7854	3
2259	4
8054	3
1131	5
960	2
7055	4
7080	1
562	2
6193	4
2618	4
7771	4
7288	1
4225	2
3167	4
7062	1
945	3
7628	4
6359	1
6582	3
4805	3
8950	5
1382	5
442	5
1892	3
9548	2
5299	3
3700	3
6468	1
2863	3
4421	1
254	4
7198	1
1064	2
2390	5
6047	3
2327	3
145	4
9748	5
9192	1
1733	4
6106	3
9697	4
4491	4
4386	3
4854	2
7533	4
4035	1
2468	2
2689	4
6901	4
1330	1
2160	2
6404	1
80	2
3404	1
9292	5
8704	3
8487	4
1285	3
973	5
8794	4
3262	1
3822	1
8368	1
8165	3
3342	2
2405	5
4529	1
186	2
3633	3
5428	1
7833	2
6336	1
1292	5
8813	5
1673	2
2706	5
2146	1
1810	5
2875	4
2879	4
8380	5
2728	5
5702	2
6128	1
2302	2
1128	1
4698	3
7040	5
2933	4
1719	5
540	2
354	5
1042	2
1771	2
4902	5
83	4
524	5
3038	5
6746	5
5470	1
5016	2
1258	3
9072	4
6726	2
9654	1
4381	3
2494	4
7680	3
6351	3
6982	4
556	4
3275	3
4098	2
9407	3
5855	3
6362	5
72	1
9198	1
8856	1
8881	2
8811	4
9973	3
4115	2
2239	4
1555	2
8800	4
6847	1
6742	1
6855	4
9037	4
6919	2
9087	4
611	5
5412	4
4117	2
5135	2
130	2
1141	4
9675	4
3494	3
1622	5
7787	2
8002	5
9164	1
6477	5
1041	1
3236	1
6672	3
6723	2
4751	3
1749	4
7492	5
5070	1
517	2
6339	1
5516	5
9594	1
6219	2
9360	3
4708	2
6994	5
3349	5
8644	1
8008	5
3671	5
7510	2
2517	5
9948	3
524	5
1758	5
8382	4
3263	4
9293	3
1597	2
7353	4
4981	3
5838	4
1184	3
2708	1
1085	2
8520	5
1084	2
4700	1
4217	3
485	1
7571	2
6802	3
4695	3
2426	4
4718	3
546	4
9768	3
8991	3
3889	3
8473	4
136	5
3656	2
4691	1
7729	3
1428	4
2337	4
7286	1
122	5
4352	3
4778	3
7914	4
1472	1
3736	2
6695	1
8267	4
9906	4
8265	1
2582	2
176	1
5298	3
6160	2
6064	5
2176	3
2040	3
95	1
8146	5
8991	3
8253	5
6084	1
8594	1
8263	2
5367	3
4057	1
9789	3
7482	5
8338	5
3529	3
3731	2
4691	4
3704	3
7132	4
6026	1
2195	5
3583	3
8144	1
4775	2
6270	2
7981	4
290	5
5302	4
6996	4
6471	4
7643	1
8252	5
7562	2
7620	4
7410	1
6845	5
838	3
768	3
8789	5
1103	4
9410	1
7482	4
8757	4
2237	3
6643	4
5884	4
1071	1
3399	4
627	4
4226	1
2041	3
239	3
5372	5
7131	2
1229	4
7789	1
8626	2
973	5
4555	3
4429	1
6733	1
7421	4
2009	4
6352	1
8148	4
3139	5
490	4
3029	4
3558	4
3381	4
4437	2
6302	3
1172	4
2348	1
397	2
7469	3
4047	5
4947	2
8722	4
5607	1
9099	5
7536	5
9381	5
5796	5
4666	3
9382	3
8286	4
2257	2
8327	2
1676	1
3820	4
4663	2
3255	2
8621	3
8529	1
5088	2
6227	1
3112	4
635	5
3766	4
6808	2
9539	4
343	2
696	3
6320	4
9093	2
7674	1
9810	1
5155	3
5868	1
4444	1
4659	5
587	2
2383	1
7618	4
8318	2
6328	2
5593	4
7069	4
3049	4
2485	5
4440	3
6974	5
6178	2
7750	1
4301	2
8377	5
7471	4
8332	3
1313	1
4188	3
4952	5
6563	1
4916	1
3822	4
5294	1
1848	5
8836	1
6257	2
3778	5
7761	5
4215	4
8194	4
1561	1
5876	1
5564	2
1975	5
4643	5
6991	2
6216	4
7758	5
5444	5
7088	3
3665	5
7945	2
6199	4
665	4
3240	4
9011	3
9591	2
1161	3
1165	2
9058	4
7785	5
5584	4
1177	3
2262	1
9772	4
1062	3
7761	2
4187	4
7024	1
701	1
4596	3
4205	4
4189	3
7289	4
2110	2
4978	1
8608	3
7926	3
3404	3
9516	3
4132	1
8146	5
7009	4
4147	1
4900	3
1314	5
4724	1
8523	5
3263	2
8610	5
91	3
2735	3
7145	5
2887	4
7826	1
1917	2
2845	3
5530	1
9589	5
4666	4
4540	4
5512	1
444	5
8405	3
3138	3
5464	3
7016	1
7278	3
5278	4
2271	1
198	1
4717	4
4865	2
4778	2
5177	2
4151	5
2038	3
326	2
3813	5
6698	1
5348	1
6886	2
8530	2
702	3
7458	2
1385	5
5907	1
6162	5
2557	4
7233	3
1434	5
3150	4
7375	4
3723	5
4418	2
2103	2
7620	1
1326	1
5044	3
6974	4
5775	4
4039	4
4973	1
5941	3
9120	2
1984	2
423	3
4799	4
2965	4
8335	2
4920	3
448	1
3801	1
1257	2
5145	1
5604	5
5918	1
633	2
4936	4
9923	3
1416	2
2726	3
3352	5
225	5
1007	1
5801	1
1364	2
2042	3
7792	5
2129	2
7378	3
3464	5
4949	5
5848	2
7546	2
1694	1
5	4
562	2
2696	3
4564	4
6128	2
1141	5
4417	2
4613	4
6683	4
4474	3
4134	5
3297	3
57	2
5025	5
6240	4
244	5
4180	5
6896	2
478	5
2566	1
8545	3
2185	2
9039	3
4666	5
6615	5
8644	3
2935	4
1076	4
9102	2
1534	3
4503	5
1006	3
3156	3
8779	4
7270	3
9576	4
8945	4
9990	4
2002	3
1078	3
